item_000,2000-01-01,10.0
item_000,2000-01-02,9.5
item_000,2000-01-03,9.5
item_000,2000-01-04,9.5
item_000,2000-01-05,9.5
item_000,2000-01-06,9.5
item_000,2000-01-07,9.5
item_000,2000-01-08,9.5
item_000,2000-01-09,9.0
item_000,2000-01-10,9.0
item_000,2000-01-11,9.0
item_000,2000-01-12,9.0
item_000,2000-01-13,9.0
item_000,2000-01-14,9.0
item_000,2000-01-15,9.0
item_000,2000-01-16,8.5
item_000,2000-01-17,8.5
item_000,2000-01-18,8.5
item_000,2000-01-19,8.5
item_000,2000-01-20,8.5
item_000,2000-01-21,8.5
item_000,2000-01-22,8.5
item_000,2000-01-23,8.0
item_000,2000-01-24,8.0
item_000,2000-01-25,8.0
item_000,2000-01-26,8.0
item_000,2000-01-27,8.0
item_000,2000-01-28,8.0
item_000,2000-01-29,8.0
item_000,2000-01-30,7.5
item_000,2000-01-31,7.5
item_000,2000-02-01,7.5
item_000,2000-02-02,7.5
item_000,2000-02-03,7.5
item_000,2000-02-04,7.5
item_000,2000-02-05,7.5
item_000,2000-02-06,7.0
item_000,2000-02-07,7.0
item_000,2000-02-08,7.0
item_000,2000-02-09,7.0
item_000,2000-02-10,7.0
item_000,2000-02-11,7.0
item_000,2000-02-12,7.0
item_000,2000-02-13,6.5
item_000,2000-02-14,6.5
item_000,2000-02-15,6.5
item_000,2000-02-16,6.5
item_000,2000-02-17,6.5
item_000,2000-02-18,6.5
item_000,2000-02-19,6.5
item_000,2000-02-20,6.0
item_000,2000-02-21,6.0
item_000,2000-02-22,6.0
item_000,2000-02-23,6.0
item_000,2000-02-24,6.0
item_000,2000-02-25,6.0
item_000,2000-02-26,6.0
item_000,2000-02-27,5.5
item_000,2000-02-28,5.5
item_000,2000-02-29,5.5
item_000,2000-03-01,5.5
item_000,2000-03-02,5.5
item_000,2000-03-03,5.5
item_000,2000-03-04,5.5
item_000,2000-03-05,5.0
item_000,2000-03-06,5.0
item_000,2000-03-07,5.0
item_000,2000-03-08,5.0
item_000,2000-03-09,5.0
item_000,2000-03-10,5.0
item_000,2000-03-11,5.0
item_000,2000-03-12,5.0
item_000,2000-03-13,5.0
item_000,2000-03-14,5.0
item_000,2000-03-15,5.0
item_000,2000-03-16,5.0
item_000,2000-03-17,5.0
item_000,2000-03-18,5.0
item_000,2000-03-19,5.0
item_000,2000-03-20,5.0
item_000,2000-03-21,5.0
item_000,2000-03-22,5.0
item_000,2000-03-23,5.0
item_000,2000-03-24,5.0
item_000,2000-03-25,5.0
item_000,2000-03-26,5.0
item_000,2000-03-27,5.0
item_000,2000-03-28,5.0
item_000,2000-03-29,5.0
item_000,2000-03-30,5.0
item_000,2000-03-31,5.0
item_000,2000-04-01,5.0
item_000,2000-04-02,5.0
item_000,2000-04-03,5.0
item_000,2000-04-04,5.0
item_000,2000-04-05,5.0
item_000,2000-04-06,5.0
item_000,2000-04-07,5.0
item_000,2000-04-08,5.0
item_000,2000-04-09,5.0
item_000,2000-04-10,5.0
item_000,2000-04-11,5.0
item_000,2000-04-12,5.0
item_000,2000-04-13,5.0
item_000,2000-04-14,5.0
item_000,2000-04-15,5.0
item_000,2000-04-16,5.0
item_000,2000-04-17,5.0
item_000,2000-04-18,5.0
item_000,2000-04-19,5.0
item_000,2000-04-20,5.0
item_000,2000-04-21,5.0
item_000,2000-04-22,5.0
item_000,2000-04-23,5.0
item_000,2000-04-24,5.0
item_000,2000-04-25,5.0
item_000,2000-04-26,5.0
item_000,2000-04-27,5.0
item_000,2000-04-28,5.0
item_000,2000-04-29,5.0
item_000,2000-04-30,5.0
item_000,2000-05-01,5.0
item_000,2000-05-02,5.0
item_000,2000-05-03,5.0
item_000,2000-05-04,5.0
item_000,2000-05-05,5.0
item_000,2000-05-06,5.0
item_000,2000-05-07,5.0
item_000,2000-05-08,5.0
item_000,2000-05-09,5.0
item_000,2000-05-10,5.0
item_000,2000-05-11,5.0
item_000,2000-05-12,5.0
item_000,2000-05-13,5.0
item_000,2000-05-14,5.0
item_000,2000-05-15,5.0
item_000,2000-05-16,5.0
item_000,2000-05-17,5.0
item_000,2000-05-18,5.0
item_000,2000-05-19,5.0
item_000,2000-05-20,5.0
item_000,2000-05-21,5.0
item_000,2000-05-22,5.0
item_000,2000-05-23,5.0
item_000,2000-05-24,5.0
item_000,2000-05-25,5.0
item_000,2000-05-26,5.0
item_000,2000-05-27,5.0
item_000,2000-05-28,5.0
item_000,2000-05-29,5.0
item_000,2000-05-30,5.0
item_000,2000-05-31,5.0
item_000,2000-06-01,5.0
item_000,2000-06-02,5.0
item_000,2000-06-03,5.0
item_000,2000-06-04,5.0
item_000,2000-06-05,5.0
item_000,2000-06-06,5.0
item_000,2000-06-07,5.0
item_000,2000-06-08,5.0
item_000,2000-06-09,5.0
item_000,2000-06-10,5.0
item_000,2000-06-11,5.0
item_000,2000-06-12,5.0
item_000,2000-06-13,5.0
item_000,2000-06-14,5.0
item_000,2000-06-15,5.0
item_000,2000-06-16,5.0
item_000,2000-06-17,5.0
item_000,2000-06-18,5.0
item_000,2000-06-19,5.0
item_000,2000-06-20,5.0
item_000,2000-06-21,5.0
item_000,2000-06-22,5.0
item_000,2000-06-23,5.0
item_000,2000-06-24,5.0
item_000,2000-06-25,5.0
item_000,2000-06-26,5.0
item_000,2000-06-27,5.0
item_000,2000-06-28,5.0
item_000,2000-06-29,5.0
item_000,2000-06-30,5.0
item_000,2000-07-01,5.0
item_000,2000-07-02,5.0
item_000,2000-07-03,5.0
item_000,2000-07-04,5.0
item_000,2000-07-05,5.0
item_000,2000-07-06,5.0
item_000,2000-07-07,5.0
item_000,2000-07-08,5.0
item_000,2000-07-09,5.0
item_000,2000-07-10,5.0
item_000,2000-07-11,5.0
item_000,2000-07-12,5.0
item_000,2000-07-13,5.0
item_000,2000-07-14,5.0
item_000,2000-07-15,5.0
item_000,2000-07-16,5.0
item_000,2000-07-17,5.0
item_000,2000-07-18,5.0
item_000,2000-07-19,5.0
item_000,2000-07-20,5.0
item_000,2000-07-21,5.0
item_000,2000-07-22,5.0
item_000,2000-07-23,5.0
item_000,2000-07-24,5.0
item_000,2000-07-25,5.0
item_000,2000-07-26,5.0
item_000,2000-07-27,5.0
item_000,2000-07-28,5.0
item_000,2000-07-29,5.0
item_000,2000-07-30,5.0
item_000,2000-07-31,5.0
item_000,2000-08-01,5.0
item_000,2000-08-02,5.0
item_000,2000-08-03,5.0
item_000,2000-08-04,5.0
item_000,2000-08-05,5.0
item_000,2000-08-06,5.0
item_000,2000-08-07,5.0
item_000,2000-08-08,5.0
item_000,2000-08-09,5.0
item_000,2000-08-10,5.0
item_000,2000-08-11,5.0
item_000,2000-08-12,5.0
item_000,2000-08-13,5.0
item_000,2000-08-14,5.0
item_000,2000-08-15,5.0
item_000,2000-08-16,5.0
item_000,2000-08-17,5.0
item_000,2000-08-18,5.0
item_000,2000-08-19,5.0
item_000,2000-08-20,5.0
item_000,2000-08-21,5.0
item_000,2000-08-22,5.0
item_000,2000-08-23,5.0
